"연번","업체아이디","킬로미터당원가","관할행정아이디","입력일자","최종처리자아이디","수정일자","영역분류","일일대당원가","평가연도","평가차수"
"1228","1012","290","30","2020-11-12","1","2020-11-12","2","492069","2020","54"
"1229","1013","258","30","2020-11-12","1","2020-11-12","2","562863","2020","54"
"1230","1014","294","30","2020-11-12","1","2020-11-12","2","803054","2020","54"
"1231","1015","355","30","2020-11-12","1","2020-11-12","2","386250","2020","54"
"1232","1016","267","30","2020-11-12","1","2020-11-12","2","475375","2020","54"
"1233","1018","291","30","2020-11-12","1","2020-11-12","2","535278","2020","54"
"1234","1019","398","30","2020-11-12","1","2020-11-12","2","435262","2020","54"
"1235","1021","287","30","2020-11-12","1","2020-11-12","2","581833","2020","54"
"1236","1023","282","30","2020-11-12","1","2020-11-12","2","306031","2020","54"
"1237","1025","291","30","2020-11-12","1","2020-11-12","2","519590","2020","54"
"1238","1027","296","30","2020-11-12","1","2020-11-12","2","423439","2020","54"
"1239","1000","511","30","2014-12-20","1","2014-12-20","2","361964","2014","30"
"1240","1011","0","30","2014-12-20","1","2014-12-20","3","0","2014","30"
"1241","1012","660","30","2014-12-20","1","2014-12-20","2","262773","2014","30"
"1242","1012","0","30","2014-12-20","1","2014-12-20","3","0","2014","30"
"1243","1014","571","30","2014-12-20","1","2014-12-20","2","312965","2014","30"
"1244","1015","616","30","2014-12-20","1","2014-12-20","2","262541","2014","30"
"1245","1018","0","2","2014-12-20","1","2014-12-20","1","0","2014","30"
"1246","1018","635","30","2014-12-20","1","2014-12-20","2","247651","2014","30"
"1247","1019","654","30","2014-12-20","1","2014-12-20","2","296803","2014","30"
"1248","1023","403","30","2014-12-20","1","2014-12-20","2","245982","2014","30"
"1249","1025","0","30","2014-12-20","1","2014-12-20","3","0","2014","30"
"1250","1027","600","30","2014-12-20","1","2014-12-20","2","274148","2014","30"
"1251","1034","0","30","2014-12-20","1","2014-12-20","3","0","2014","30"
"1252","1035","0","2","2014-12-20","1","2014-12-20","1","0","2014","30"
"1253","1035","531","16","2014-12-20","1","2014-12-20","4","247703","2014","30"
"1254","1035","578","30","2014-12-20","1","2014-12-20","2","273865","2014","30"
"1255","1040","572","30","2014-12-20","1","2014-12-20","2","315524","2014","30"
"1256","1040","0","30","2014-12-20","1","2014-12-20","3","0","2014","30"
"1257","1043","501","30","2014-12-20","1","2014-12-20","2","241391","2014","30"
"1258","1044","0","","2014-12-20","1","2014-12-20","1","0","2014","30"
"1259","1001","338","14","2014-12-20","1","2014-12-20","4","247866","2014","30"
"1260","1002","562","5","2014-12-20","1","2014-12-20","1","370544","2014","30"
"1261","1003","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1262","1004","562","5","2014-12-20","1","2014-12-20","1","370544","2014","30"
"1263","1005","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1264","1008","451","18","2014-12-20","1","2014-12-20","4","159924","2014","30"
"1265","1009","562","5","2014-12-20","1","2014-12-20","1","370544","2014","30"
"1266","1016","493","15","2014-12-20","1","2014-12-20","4","191329","2014","30"
"1267","1017","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1268","1019","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1269","1020","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1270","1022","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1271","1024","537","6","2014-12-20","1","2014-12-20","1","264820","2014","30"
"1272","1025","762","3","2014-12-20","1","2014-12-20","1","283086","2014","30"
"1273","1026","334","17","2014-12-20","1","2014-12-20","4","141180","2014","30"
"1274","1030","521","7","2014-12-20","1","2014-12-20","1","315344","2014","30"
"1275","1031","0","18","2014-12-20","1","2014-12-20","4","0","2014","30"
"1276","1032","521","7","2014-12-20","1","2014-12-20","1","315344","2014","30"
"1277","1033","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1278","1034","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1279","1034","762","3","2014-12-20","1","2014-12-20","1","283086","2014","30"
"1280","1036","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1281","1038","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1282","1039","636","1","2014-12-20","1","2014-12-20","1","432198","2014","30"
"1283","1041","762","3","2014-12-20","1","2014-12-20","1","283086","2014","30"
"1284","1044","0","7","2014-12-20","1","2014-12-20","1","0","2014","30"
"1285","1006","615","30","2014-12-20","1","2014-12-20","2","318381","2014","30"
"1286","1006","0","30","2014-12-20","1","2014-12-20","3","0","2014","30"
"1287","1007","391","13","2014-12-20","1","2014-12-20","4","130648","2014","30"
"1288","1008","491","30","2014-12-20","1","2014-12-20","2","280196","2014","30"
"1289","1010","572","30","2014-12-20","1","2014-12-20","2","236794","2014","30"
"1290","1011","476","4","2014-12-20","1","2014-12-20","1","287493","2014","30"
"1291","1011","408","30","2014-12-20","1","2014-12-20","2","220802","2014","30"
"1292","1013","413","11","2014-12-20","1","2014-12-20","4","198974","2014","30"
"1293","1013","576","30","2014-12-20","1","2014-12-20","2","271138","2014","30"
"1294","1016","503","30","2014-12-20","1","2014-12-20","2","256686","2014","30"
"1295","1021","613","12","2014-12-20","1","2014-12-20","4","267200","2014","30"
"1296","1025","637","2","2014-12-20","1","2014-12-20","1","335750","2014","30"
"1297","1028","637","2","2014-12-20","1","2014-12-20","1","335750","2014","30"
"1298","1029","476","4","2014-12-20","1","2014-12-20","1","287493","2014","30"
"1299","1037","637","2","2014-12-20","1","2014-12-20","1","335750","2014","30"
"1300","1042","556","8","2014-12-20","1","2014-12-20","1","262218","2014","30"
"1301","1042","467","30","2014-12-20","1","2014-12-20","2","404300","2014","30"
"1302","1044","0","30","2014-12-20","1","2014-12-20","2","0","2014","30"
"1303","1046","637","2","2014-12-20","1","2014-12-20","1","335750","2014","30"
"1304","1006","556","8","2014-12-20","1","2014-12-20","1","262218","2014","30"
"1305","1025","525","30","2014-12-20","1","2014-12-20","2","255153","2014","30"
"1306","1031","0","11","2014-12-20","1","2014-12-20","4","0","2014","30"
"1307","1031","312","19","2014-12-20","1","2014-12-20","4","198902","2014","30"
"1308","1031","312","20","2014-12-20","1","2014-12-20","4","198902","2014","30"
"1309","1034","598","30","2014-12-20","1","2014-12-20","2","218396","2014","30"
"1310","1041","0","30","2014-12-20","1","2014-12-20","3","0","2014","30"
"1311","1010","494","30","2010-12-12","1","2010-12-12","2","216313","2010","6"
"1312","1011","481","4","2010-12-12","1","2010-12-12","1","242858","2010","6"
"1313","1011","369","30","2010-12-12","1","2010-12-12","2","217641","2010","6"
"1314","1012","530","30","2010-12-12","1","2010-12-12","2","219954","2010","6"
"1315","1013","414","11","2010-12-12","1","2010-12-12","4","211732","2010","6"
"1316","1013","446","30","2010-12-12","1","2010-12-12","2","234193","2010","6"
"1317","1014","457","30","2010-12-12","1","2010-12-12","2","251054","2010","6"
"1318","1015","506","30","2010-12-12","1","2010-12-12","2","224832","2010","6"
"1319","1016","518","15","2010-12-12","1","2010-12-12","4","168056","2010","6"
"1320","1016","452","30","2010-12-12","1","2010-12-12","2","221503","2010","6"
"1321","1017","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1322","1018","591","2","2010-12-12","1","2010-12-12","1","297174","2010","6"
"1323","1018","486","30","2010-12-12","1","2010-12-12","2","243247","2010","6"
"1324","1019","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1325","1019","547","30","2010-12-12","1","2010-12-12","2","247049","2010","6"
"1326","1020","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1327","1021","542","12","2010-12-12","1","2010-12-12","4","216837","2010","6"
"1328","1022","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1329","1023","327","30","2010-12-12","1","2010-12-12","2","230165","2010","6"
"1330","1024","462","6","2010-12-12","1","2010-12-12","1","212004","2010","6"
"1331","1025","591","2","2010-12-12","1","2010-12-12","1","297174","2010","6"
"1332","1025","648","3","2010-12-12","1","2010-12-12","1","278396","2010","6"
"1333","1025","471","30","2010-12-12","1","2010-12-12","2","237984","2010","6"
"1334","1026","242","17","2010-12-12","1","2010-12-12","4","96231","2010","6"
"1335","1027","555","30","2010-12-12","1","2010-12-12","2","223575","2010","6"
"1336","1028","591","2","2010-12-12","1","2010-12-12","1","297174","2010","6"
"1337","1029","481","4","2010-12-12","1","2010-12-12","1","242858","2010","6"
"1338","1030","490","7","2010-12-12","1","2010-12-12","1","243024","2010","6"
"1339","1031","236","11","2010-12-12","1","2010-12-12","4","177029","2010","6"
"1340","1031","236","18","2010-12-12","1","2010-12-12","4","177029","2010","6"
"1341","1031","236","19","2010-12-12","1","2010-12-12","4","177029","2010","6"
"1342","1031","236","20","2010-12-12","1","2010-12-12","4","177029","2010","6"
"1343","1032","490","7","2010-12-12","1","2010-12-12","1","243024","2010","6"
"1344","1033","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1345","1034","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1346","1034","648","3","2010-12-12","1","2010-12-12","1","278396","2010","6"
"1347","1034","472","30","2010-12-12","1","2010-12-12","2","227501","2010","6"
"1348","1035","591","2","2010-12-12","1","2010-12-12","1","297174","2010","6"
"1349","1035","473","30","2010-12-12","1","2010-12-12","2","230637","2010","6"
"1350","1036","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1351","1037","591","2","2010-12-12","1","2010-12-12","1","297174","2010","6"
"1352","1038","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1353","1039","556","1","2010-12-12","1","2010-12-12","1","378772","2010","6"
"1354","1040","475","30","2010-12-12","1","2010-12-12","2","275655","2010","6"
"1355","1041","648","3","2010-12-12","1","2010-12-12","1","278396","2010","6"
"1356","1042","568","8","2010-12-12","1","2010-12-12","1","239581","2010","6"
"1357","1042","427","30","2010-12-12","1","2010-12-12","2","310082","2010","6"
"1358","1043","518","30","2010-12-12","1","2010-12-12","2","205896","2010","6"
"1359","1044","0","","2010-12-12","1","2010-12-12","1","0","2010","6"
"1360","1006","531","8","2010-12-02","1","2010-12-02","1","239720","2010","2"
"1361","1007","337","13","2010-12-02","1","2010-12-02","4","103069","2010","2"
"1362","1008","304","18","2010-12-02","1","2010-12-02","4","180287","2010","2"
"1363","1009","532","5","2010-12-02","1","2010-12-02","1","323961","2010","2"
"1364","1011","0","30","2010-12-02","1","2010-12-02","3","0","2010","2"
"1365","1013","356","11","2010-12-02","1","2010-12-02","4","208928","2010","2"
"1366","1014","0","30","2010-12-02","1","2010-12-02","3","0","2010","2"
"1367","1035","252","30","2021-10-19","1","2021-10-19","2","576068","2021","67"
"1368","1040","228","30","2021-10-19","1","2021-10-19","2","661330","2021","67"
"1369","1042","198","30","2021-10-19","1","2021-10-19","2","507164","2021","67"
"1370","1043","245","30","2021-10-19","1","2021-10-19","2","496926","2021","67"
"1371","1047","263","30","2021-10-19","1","2021-10-19","2","603989","2021","67"
"1372","1002","314","5","2021-10-19","1","2021-10-19","1","464227","2021","67"
"1373","1003","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1374","1004","314","5","2021-10-19","1","2021-10-19","1","464227","2021","67"
"1375","1005","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1376","1006","324","8","2021-10-19","1","2021-10-19","1","458654","2021","67"
"1377","1009","314","5","2021-10-19","1","2021-10-19","1","464227","2021","67"
"1378","1011","261","4","2021-10-19","1","2021-10-19","1","396922","2021","67"
"1379","1017","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1380","1019","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1381","1020","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1382","1022","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1383","1024","298","6","2021-10-19","1","2021-10-19","1","343209","2021","67"
"1384","1025","326","2","2021-10-19","1","2021-10-19","1","483448","2021","67"
"1385","1025","420","3","2021-10-19","1","2021-10-19","1","419013","2021","67"
"1386","1027","314","5","2021-10-19","1","2021-10-19","1","464227","2021","67"
"1387","1028","326","2","2021-10-19","1","2021-10-19","1","483448","2021","67"
"1388","1029","261","4","2021-10-19","1","2021-10-19","1","396922","2021","67"
"1389","1030","318","7","2021-10-19","1","2021-10-19","1","483125","2021","67"
"1390","1032","318","7","2021-10-19","1","2021-10-19","1","483125","2021","67"
"1391","1033","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1392","1034","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1393","1034","420","3","2021-10-19","1","2021-10-19","1","419013","2021","67"
"1394","1035","326","2","2021-10-19","1","2021-10-19","1","483448","2021","67"
"1395","1036","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1396","1037","326","2","2021-10-19","1","2021-10-19","1","483448","2021","67"
"1397","1038","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1398","1039","336","1","2021-10-19","1","2021-10-19","1","472039","2021","67"
"1399","1041","420","3","2021-10-19","1","2021-10-19","1","419013","2021","67"
"1400","1042","324","8","2021-10-19","1","2021-10-19","1","458654","2021","67"
"1401","1046","326","2","2021-10-19","1","2021-10-19","1","483448","2021","67"
"1402","1025","1","3","2021-10-27","1","2021-10-27","1","1","2020","58"
"1403","1034","1","3","2021-10-27","1","2021-10-27","1","1","2020","58"
"1404","1041","1","3","2021-10-27","1","2021-10-27","1","1","2020","58"
"1405","1000","1","30","2022-04-28","1","2022-04-28","2","1","2022","68"
"1406","1001","1","14","2022-04-28","1","2022-04-28","4","1","2022","68"
"1407","1002","1","5","2022-04-28","1","2022-04-28","1","1","2022","68"
"1408","1003","1","1","2022-04-28","1","2022-04-28","1","1","2022","68"
"1409","1004","1","5","2022-04-28","1","2022-04-28","1","1","2022","68"
"1410","1005","1","1","2022-04-28","1","2022-04-28","1","1","2022","68"
"1411","1006","1","8","2022-04-28","1","2022-04-28","1","1","2022","68"
"1412","1006","1","30","2022-04-28","1","2022-04-28","2","1","2022","68"
"1413","1007","1","13","2022-04-28","1","2022-04-28","4","1","2022","68"
"1414","1008","1","18","2022-04-28","1","2022-04-28","4","1","2022","68"
"1415","1008","1","30","2022-04-28","1","2022-04-28","2","1","2022","68"
"1416","1009","1","5","2022-04-28","1","2022-04-28","1","1","2022","68"
